programmeCourseId,studyYear,academicYear_programmeCourse,courseType,ConsistsOf,Includes
PC2983,2,2015-2016,elective,1128,10042
PC2984,2,2015-2016,elective,1030,10042
PC2985,2,2015-2016,elective,1009,10042
PC2986,2,2016-2017,compulsory,1248,10042
PC2987,2,2016-2017,compulsory,1208,10042
PC2988,2,2016-2017,compulsory,1159,10042
PC2989,2,2016-2017,compulsory,1080,10042
PC2990,2,2016-2017,elective,1179,10042
PC2991,2,2016-2017,elective,1148,10042
PC2992,2,2016-2017,elective,1132,10042
PC2993,2,2016-2017,elective,1085,10042
PC2994,2,2016-2017,elective,1053,10042
PC2995,2,2016-2017,elective,1036,10042
PC2996,2,2017-2018,compulsory,1260,10042
PC2997,2,2017-2018,compulsory,1060,10042
PC2998,2,2017-2018,compulsory-elective,1218,10042
PC2999,2,2017-2018,compulsory-elective,1165,10042
PC3000,2,2017-2018,compulsory-elective,1011,10042
PC3001,2,2017-2018,elective,1216,10042
PC3002,2,2017-2018,elective,1120,10042
PC3003,2,2017-2018,elective,1049,10042
PC3004,2,2017-2018,elective,1036,10042
PC3005,2,2018-2019,compulsory,1286,10042
PC3006,2,2018-2019,compulsory,1274,10042
PC3007,2,2018-2019,compulsory-elective,1222,10042
PC3008,2,2018-2019,compulsory-elective,1206,10042
PC3009,2,2018-2019,compulsory-elective,1058,10042
PC3010,2,2018-2019,elective,1248,10042
PC3011,2,2018-2019,elective,1219,10042
PC3012,2,2018-2019,elective,1098,10042
PC3013,2,2018-2019,elective,1049,10042
PC3014,2,2019-2020,compulsory,1285,10042
PC3015,2,2019-2020,compulsory-elective,1252,10042
PC3016,2,2019-2020,compulsory-elective,1104,10042
PC3017,2,2019-2020,elective,1282,10042
PC3018,2,2019-2020,elective,1235,10042
PC3019,2,2019-2020,elective,1215,10042
PC3020,2,2019-2020,elective,1107,10042
PC3021,2,2019-2020,elective,1084,10042
PC3022,2,2019-2020,elective,1045,10042
PC3023,2,2020-2021,compulsory,1297,10042
PC3024,2,2020-2021,compulsory-elective,1171,10042
PC3025,2,2020-2021,compulsory-elective,1100,10042
PC3026,2,2020-2021,compulsory-elective,1005,10042
PC3027,2,2020-2021,elective,1272,10042
PC3028,2,2020-2021,elective,1263,10042
PC3029,2,2020-2021,elective,1207,10042
PC3030,2,2020-2021,elective,1175,10042
PC3031,2,2020-2021,elective,1156,10042
PC3032,2,2021-2022,compulsory,1204,10042
PC3033,2,2021-2022,compulsory,1109,10042
PC3034,2,2021-2022,compulsory-elective,1223,10042
PC3035,2,2021-2022,compulsory-elective,1179,10042
PC3036,2,2021-2022,compulsory-elective,1152,10042
PC3037,2,2021-2022,elective,1157,10042
PC3038,2,2021-2022,elective,1140,10042
PC3039,2,2021-2022,elective,1064,10042
PC3040,2,2021-2022,elective,1056,10042
PC3041,2,2021-2022,elective,1014,10042
PC3042,2,2022-2023,compulsory,1090,10042
PC3043,2,2022-2023,compulsory-elective,1213,10042
PC3044,2,2022-2023,compulsory-elective,1155,10042
PC3045,2,2022-2023,compulsory-elective,1112,10042
PC3046,2,2022-2023,compulsory-elective,1037,10042
PC3047,2,2022-2023,compulsory-elective,1227,10042
PC3048,2,2022-2023,compulsory-elective,1118,10042
PC3049,2,2022-2023,compulsory-elective,1038,10042
PC3050,2,2022-2023,compulsory-elective,1033,10042
PC3051,2,2023-2024,compulsory,1122,10042
PC3052,2,2023-2024,compulsory-elective,1273,10042
PC3053,2,2023-2024,compulsory-elective,1126,10042
PC3054,2,2023-2024,compulsory-elective,1115,10042
PC3055,2,2023-2024,elective,1134,10042
PC3056,2,2023-2024,elective,1082,10042
PC3057,2,2023-2024,elective,1068,10042
PC3058,2,2023-2024,elective,1052,10042
PC3059,1,2013-2014,compulsory,1184,10051
PC3060,1,2013-2014,compulsory,1119,10051
PC3061,1,2013-2014,compulsory-elective,1246,10051
PC3062,1,2013-2014,compulsory-elective,1192,10051
PC3063,1,2013-2014,compulsory-elective,1180,10051
PC3064,1,2013-2014,compulsory-elective,1177,10051
PC3065,1,2013-2014,elective,1252,10051
PC3066,1,2013-2014,elective,1220,10051
PC3067,1,2013-2014,elective,1175,10051
PC3068,1,2013-2014,elective,1080,10051
PC3069,1,2013-2014,elective,1077,10051
PC3070,1,2014-2015,compulsory,1284,10051
PC3071,1,2014-2015,compulsory-elective,1213,10051
PC3072,1,2014-2015,compulsory-elective,1122,10051
PC3073,1,2014-2015,compulsory-elective,1052,10051
PC3074,1,2014-2015,elective,1207,10051
PC3075,1,2014-2015,elective,1197,10051
PC3076,1,2014-2015,elective,1167,10051
PC3077,1,2014-2015,elective,1154,10051
PC3078,1,2014-2015,elective,1128,10051
PC3079,1,2015-2016,compulsory,1145,10051
PC3080,1,2015-2016,compulsory,1061,10051
PC3081,1,2015-2016,compulsory,1147,10051
PC3082,1,2015-2016,compulsory,1128,10051
PC3083,1,2015-2016,elective,1207,10051
PC3084,1,2015-2016,elective,1188,10051
PC3085,1,2015-2016,elective,1120,10051
PC3086,1,2015-2016,elective,1103,10051
PC3087,1,2016-2017,compulsory,1229,10051
PC3088,1,2016-2017,compulsory,1036,10051
PC3089,1,2016-2017,compulsory,1203,10051
PC3090,1,2016-2017,compulsory,1095,10051
PC3091,1,2016-2017,elective,1265,10051
PC3092,1,2016-2017,elective,1165,10051
PC3093,1,2016-2017,elective,1125,10051
PC3094,1,2016-2017,elective,1052,10051
PC3095,1,2016-2017,elective,1022,10051
PC3096,1,2016-2017,elective,1003,10051
PC3097,1,2017-2018,compulsory,1011,10051
PC3098,1,2017-2018,compulsory-elective,1172,10051
PC3099,1,2017-2018,compulsory-elective,1095,10051
PC3100,1,2017-2018,elective,1277,10051
PC3101,1,2017-2018,elective,1188,10051
PC3102,1,2017-2018,elective,1126,10051
PC3103,1,2017-2018,elective,1066,10051
PC3104,1,2017-2018,elective,1042,10051
PC3105,1,2017-2018,elective,1006,10051
PC3106,1,2018-2019,compulsory,1178,10051
PC3107,1,2018-2019,compulsory,1144,10051
PC3108,1,2018-2019,compulsory,1283,10051
PC3109,1,2018-2019,compulsory,1191,10051
PC3110,1,2018-2019,elective,1288,10051
PC3111,1,2018-2019,elective,1242,10051
PC3112,1,2018-2019,elective,1231,10051
PC3113,1,2018-2019,elective,1183,10051
PC3114,1,2018-2019,elective,1161,10051
PC3115,1,2018-2019,elective,1114,10051
PC3116,1,2019-2020,compulsory,1119,10051
PC3117,1,2019-2020,compulsory-elective,1299,10051
PC3118,1,2019-2020,compulsory-elective,1067,10051
PC3119,1,2019-2020,elective,1279,10051
PC3120,1,2019-2020,elective,1244,10051
PC3121,1,2019-2020,elective,1149,10051
PC3122,1,2019-2020,elective,1010,10051
PC3123,1,2020-2021,compulsory,1221,10051
PC3124,1,2020-2021,compulsory-elective,1197,10051
PC3125,1,2020-2021,compulsory-elective,1038,10051
PC3126,1,2020-2021,elective,1285,10051
PC3127,1,2020-2021,elective,1243,10051
PC3128,1,2020-2021,elective,1179,10051
PC3129,1,2020-2021,elective,1029,10051
PC3130,1,2020-2021,elective,1021,10051
PC3131,1,2021-2022,compulsory,1246,10051
PC3132,1,2021-2022,compulsory-elective,1267,10051
PC3133,1,2021-2022,compulsory-elective,1181,10051
PC3134,1,2021-2022,compulsory-elective,1084,10051
PC3135,1,2021-2022,compulsory-elective,1025,10051
PC3136,1,2021-2022,elective,1254,10051
PC3137,1,2021-2022,elective,1222,10051
PC3138,1,2021-2022,elective,1150,10051
PC3139,1,2021-2022,elective,1056,10051
PC3140,1,2021-2022,elective,1015,10051
PC3141,1,2022-2023,compulsory,1123,10051
PC3142,1,2022-2023,compulsory-elective,1202,10051
PC3143,1,2022-2023,compulsory-elective,1168,10051
PC3144,1,2022-2023,elective,1295,10051
PC3145,1,2022-2023,elective,1207,10051
PC3146,1,2022-2023,elective,1208,10051
PC3147,1,2022-2023,elective,1102,10051
PC3148,1,2023-2024,compulsory,1201,10051
PC3149,1,2023-2024,compulsory,1015,10051
PC3150,1,2023-2024,compulsory-elective,1270,10051
PC3151,1,2023-2024,compulsory-elective,1260,10051
PC3152,1,2023-2024,compulsory-elective,1231,10051
PC3153,1,2023-2024,elective,1249,10051
PC3154,1,2023-2024,elective,1212,10051
PC3155,1,2023-2024,elective,1189,10051
PC3156,1,2023-2024,elective,1154,10051
PC3157,1,2023-2024,elective,1021,10051
PC3158,2,2013-2014,compulsory,1050,10051
PC3159,2,2013-2014,compulsory-elective,1263,10051
PC3160,2,2013-2014,compulsory-elective,1147,10051
PC3161,2,2013-2014,elective,1247,10051
PC3162,2,2013-2014,elective,1233,10051
PC3163,2,2013-2014,elective,1214,10051
PC3164,2,2013-2014,elective,1127,10051
PC3165,2,2013-2014,elective,1091,10051
PC3166,2,2014-2015,compulsory,1205,10051
PC3167,2,2014-2015,compulsory,1022,10051
PC3168,2,2014-2015,compulsory,1037,10051
PC3169,2,2014-2015,compulsory,1013,10051
PC3170,2,2014-2015,elective,1243,10051
PC3171,2,2014-2015,elective,1075,10051
PC3172,2,2014-2015,elective,1069,10051
PC3173,2,2014-2015,elective,1067,10051
PC3174,2,2015-2016,compulsory,1162,10051
PC3175,2,2015-2016,compulsory,1039,10051
PC3176,2,2015-2016,compulsory-elective,1163,10051
PC3177,2,2015-2016,compulsory-elective,1065,10051
PC3178,2,2015-2016,compulsory-elective,1035,10051
PC3179,2,2015-2016,compulsory-elective,1005,10051
PC3180,2,2015-2016,elective,1137,10051
PC3181,2,2015-2016,elective,1136,10051
PC3182,2,2015-2016,elective,1119,10051
PC3183,2,2015-2016,elective,1105,10051
PC3184,2,2015-2016,elective,1104,10051
PC3185,2,2015-2016,elective,1095,10051
PC3186,2,2016-2017,compulsory,1187,10051
PC3187,2,2016-2017,compulsory-elective,1182,10051
PC3188,2,2016-2017,compulsory-elective,1051,10051
PC3189,2,2016-2017,elective,1200,10051
PC3190,2,2016-2017,elective,1176,10051
PC3191,2,2016-2017,elective,1169,10051
PC3192,2,2016-2017,elective,1097,10051
PC3193,2,2016-2017,elective,1074,10051
PC3194,2,2016-2017,elective,1030,10051
PC3195,2,2017-2018,compulsory,1209,10051
PC3196,2,2017-2018,compulsory-elective,1253,10051
PC3197,2,2017-2018,compulsory-elective,1129,10051
PC3198,2,2017-2018,compulsory-elective,1120,10051
PC3199,2,2017-2018,compulsory-elective,1064,10051
PC3200,2,2017-2018,elective,1256,10051
PC3201,2,2017-2018,elective,1151,10051
PC3202,2,2017-2018,elective,1113,10051
PC3203,2,2017-2018,elective,1105,10051
PC3204,2,2017-2018,elective,1102,10051
PC3205,2,2018-2019,compulsory,1192,10051
PC3206,2,2018-2019,compulsory,1115,10051
PC3207,2,2018-2019,compulsory,1210,10051
PC3208,2,2018-2019,compulsory,1188,10051
PC3209,2,2018-2019,elective,1255,10051
PC3210,2,2018-2019,elective,1221,10051
PC3211,2,2018-2019,elective,1211,10051
PC3212,2,2018-2019,elective,1122,10051
PC3213,2,2018-2019,elective,1079,10051
PC3214,2,2018-2019,elective,1044,10051
PC3215,2,2019-2020,compulsory,1029,10051
PC3216,2,2019-2020,compulsory-elective,1091,10051
PC3217,2,2019-2020,compulsory-elective,1059,10051
PC3218,2,2019-2020,elective,1264,10051
PC3219,2,2019-2020,elective,1169,10051
PC3220,2,2019-2020,elective,1119,10051
PC3221,2,2019-2020,elective,1066,10051
PC3222,2,2020-2021,compulsory,1186,10051
PC3223,2,2020-2021,compulsory,1116,10051
PC3224,2,2020-2021,compulsory-elective,1282,10051
PC3225,2,2020-2021,compulsory-elective,1196,10051
PC3226,2,2020-2021,compulsory-elective,1167,10051
PC3227,2,2020-2021,elective,1242,10051
PC3228,2,2020-2021,elective,1240,10051
PC3229,2,2020-2021,elective,1139,10051
PC3230,2,2020-2021,elective,1094,10051
PC3231,2,2020-2021,elective,1043,10051
PC3232,2,2021-2022,compulsory,1140,10051
PC3233,2,2021-2022,compulsory-elective,1215,10051
PC3234,2,2021-2022,compulsory-elective,1118,10051
PC3235,2,2021-2022,elective,1276,10051
PC3236,2,2021-2022,elective,1206,10051
PC3237,2,2021-2022,elective,1187,10051
PC3238,2,2021-2022,elective,1071,10051
PC3239,2,2021-2022,elective,1009,10051
PC3240,2,2022-2023,compulsory,1091,10051
PC3241,2,2022-2023,compulsory,1076,10051
PC3242,2,2022-2023,compulsory,1106,10051
PC3243,2,2022-2023,compulsory,1039,10051
PC3244,2,2022-2023,elective,1184,10051
PC3245,2,2022-2023,elective,1069,10051
PC3246,2,2022-2023,elective,1047,10051
PC3247,2,2022-2023,elective,1007,10051
PC3248,2,2023-2024,compulsory,1240,10051
PC3249,2,2023-2024,compulsory,1197,10051
PC3250,2,2023-2024,compulsory-elective,1200,10051
PC3251,2,2023-2024,compulsory-elective,1121,10051
PC3252,2,2023-2024,compulsory-elective,1030,10051
PC3253,2,2023-2024,compulsory-elective,1006,10051
PC3254,2,2023-2024,elective,1265,10051
PC3255,2,2023-2024,elective,1212,10051
PC3256,2,2023-2024,elective,1177,10051
PC3257,2,2023-2024,elective,1158,10051
PC3258,2,2023-2024,elective,1093,10051
PC3259,2,2023-2024,elective,1078,10051
PC3260,3,2013-2014,compulsory,1030,10051
PC3261,3,2013-2014,compulsory-elective,1152,10051
PC3262,3,2013-2014,compulsory-elective,1011,10051
PC3263,3,2013-2014,elective,1296,10051
PC3264,3,2013-2014,elective,1206,10051
PC3265,3,2013-2014,elective,1188,10051
PC3266,3,2013-2014,elective,1016,10051
PC3267,3,2014-2015,compulsory,1201,10051
PC3268,3,2014-2015,compulsory,1157,10051
PC3269,3,2014-2015,compulsory,1295,10051
PC3270,3,2014-2015,compulsory,1072,10051
PC3271,3,2014-2015,elective,1096,10051
PC3272,3,2014-2015,elective,1079,10051
PC3273,3,2014-2015,elective,1068,10051
PC3274,3,2014-2015,elective,1051,10051
PC3275,3,2014-2015,elective,1030,10051
PC3276,3,2014-2015,elective,1014,10051
PC3277,3,2015-2016,compulsory,1144,10051
PC3278,3,2015-2016,compulsory,1050,10051
PC3279,3,2015-2016,compulsory-elective,1277,10051
PC3280,3,2015-2016,compulsory-elective,1225,10051
PC3281,3,2015-2016,compulsory-elective,1040,10051
PC3282,3,2015-2016,compulsory-elective,1020,10051
PC3283,3,2015-2016,elective,1186,10051
PC3284,3,2015-2016,elective,1176,10051
PC3285,3,2015-2016,elective,1177,10051
PC3286,3,2015-2016,elective,1105,10051
PC3287,3,2015-2016,elective,1018,10051
PC3288,3,2016-2017,compulsory,1062,10051
PC3289,3,2016-2017,compulsory-elective,1238,10051
PC3290,3,2016-2017,compulsory-elective,1120,10051
PC3291,3,2016-2017,elective,1150,10051
PC3292,3,2016-2017,elective,1107,10051
PC3293,3,2016-2017,elective,1080,10051
PC3294,3,2016-2017,elective,1057,10051
PC3295,3,2017-2018,compulsory,1276,10051
PC3296,3,2017-2018,compulsory,1262,10051
PC3297,3,2017-2018,compulsory,1026,10051
PC3298,3,2017-2018,compulsory,1019,10051
PC3299,3,2017-2018,elective,1299,10051
PC3300,3,2017-2018,elective,1246,10051
PC3301,3,2017-2018,elective,1225,10051
PC3302,3,2017-2018,elective,1151,10051
PC3303,3,2017-2018,elective,1014,10051
PC3304,3,2018-2019,compulsory,1171,10051
PC3305,3,2018-2019,compulsory-elective,1143,10051
PC3306,3,2018-2019,compulsory-elective,1139,10051
PC3307,3,2018-2019,elective,1292,10051
PC3308,3,2018-2019,elective,1264,10051
PC3309,3,2018-2019,elective,1198,10051
PC3310,3,2018-2019,elective,1138,10051
PC3311,3,2018-2019,elective,1062,10051
PC3312,3,2018-2019,elective,1020,10051
PC3313,3,2019-2020,compulsory,1061,10051
PC3314,3,2019-2020,compulsory-elective,1268,10051
PC3315,3,2019-2020,compulsory-elective,1188,10051
PC3316,3,2019-2020,compulsory-elective,1177,10051
PC3317,3,2019-2020,compulsory-elective,1078,10051
PC3318,3,2019-2020,elective,1271,10051
PC3319,3,2019-2020,elective,1191,10051
PC3320,3,2019-2020,elective,1111,10051
PC3321,3,2019-2020,elective,1072,10051
PC3322,3,2019-2020,elective,1027,10051
PC3323,3,2020-2021,compulsory,1118,10051
PC3324,3,2020-2021,compulsory,1117,10051
PC3325,3,2020-2021,compulsory-elective,1279,10051
PC3326,3,2020-2021,compulsory-elective,1223,10051
PC3327,3,2020-2021,compulsory-elective,1029,10051
PC3328,3,2020-2021,elective,1220,10051
PC3329,3,2020-2021,elective,1209,10051
PC3330,3,2020-2021,elective,1192,10051
PC3331,3,2020-2021,elective,1099,10051
PC3332,3,2020-2021,elective,1035,10051
PC3333,3,2020-2021,elective,1030,10051
PC3334,3,2021-2022,compulsory,1279,10051
PC3335,3,2021-2022,compulsory,1192,10051
PC3336,3,2021-2022,compulsory-elective,1157,10051
PC3337,3,2021-2022,compulsory-elective,1043,10051
PC3338,3,2021-2022,compulsory-elective,1024,10051
PC3339,3,2021-2022,elective,1237,10051
PC3340,3,2021-2022,elective,1197,10051
PC3341,3,2021-2022,elective,1173,10051
PC3342,3,2021-2022,elective,1115,10051
PC3343,3,2022-2023,compulsory,1297,10051
PC3344,3,2022-2023,compulsory,1264,10051
PC3345,3,2022-2023,compulsory-elective,1224,10051
PC3346,3,2022-2023,compulsory-elective,1115,10051
PC3347,3,2022-2023,compulsory-elective,1104,10051
PC3348,3,2022-2023,compulsory-elective,1031,10051
PC3349,3,2022-2023,elective,1205,10051
PC3350,3,2022-2023,elective,1190,10051
PC3351,3,2022-2023,elective,1077,10051
PC3352,3,2022-2023,elective,1075,10051
PC3353,3,2022-2023,elective,1060,10051
PC3354,3,2023-2024,compulsory,1270,10051
PC3355,3,2023-2024,compulsory,1153,10051
PC3356,3,2023-2024,compulsory-elective,1139,10051
PC3357,3,2023-2024,compulsory-elective,1131,10051
PC3358,3,2023-2024,compulsory-elective,1116,10051
PC3359,3,2023-2024,compulsory-elective,1064,10051
PC3360,3,2023-2024,compulsory-elective,1223,10051
PC3361,3,2023-2024,compulsory-elective,1216,10051
PC3362,3,2023-2024,compulsory-elective,1093,10051
PC3363,3,2023-2024,compulsory-elective,1069,10051
PC3364,1,2013-2014,compulsory,1296,10052
PC3365,1,2013-2014,compulsory-elective,1175,10052
PC3366,1,2013-2014,compulsory-elective,1162,10052
PC3367,1,2013-2014,elective,1191,10052
PC3368,1,2013-2014,elective,1180,10052
PC3369,1,2013-2014,elective,1106,10052
PC3370,1,2013-2014,elective,1100,10052
PC3371,1,2014-2015,compulsory,1273,10052
PC3372,1,2014-2015,compulsory,1189,10052
PC3373,1,2014-2015,compulsory-elective,1247,10052
PC3374,1,2014-2015,compulsory-elective,1132,10052
PC3375,1,2014-2015,compulsory-elective,1116,10052
PC3376,1,2014-2015,compulsory-elective,1099,10052
PC3377,1,2014-2015,compulsory-elective,1274,10052
PC3378,1,2014-2015,compulsory-elective,1237,10052
PC3379,1,2014-2015,compulsory-elective,1179,10052
PC3380,1,2014-2015,compulsory-elective,1042,10052
PC3381,1,2015-2016,compulsory,1081,10052
PC3382,1,2015-2016,compulsory,1032,10052
PC3383,1,2015-2016,compulsory-elective,1278,10052
PC3384,1,2015-2016,compulsory-elective,1196,10052
PC3385,1,2015-2016,compulsory-elective,1142,10052
PC3386,1,2015-2016,elective,1226,10052
PC3387,1,2015-2016,elective,1224,10052
PC3388,1,2015-2016,elective,1146,10052
PC3389,1,2015-2016,elective,1050,10052
PC3390,1,2015-2016,elective,1016,10052
PC3391,1,2016-2017,compulsory,1293,10052
PC3392,1,2016-2017,compulsory,1022,10052
PC3393,1,2016-2017,compulsory,1211,10052
PC3394,1,2016-2017,compulsory,1172,10052
PC3395,1,2016-2017,elective,1288,10052
PC3396,1,2016-2017,elective,1240,10052
PC3397,1,2016-2017,elective,1155,10052
PC3398,1,2016-2017,elective,1052,10052
PC3399,1,2016-2017,elective,1015,10052
PC3400,1,2017-2018,compulsory,1283,10052
PC3401,1,2017-2018,compulsory,1210,10052
PC3402,1,2017-2018,compulsory-elective,1268,10052
PC3403,1,2017-2018,compulsory-elective,1247,10052
PC3404,1,2017-2018,compulsory-elective,1233,10052
PC3405,1,2017-2018,compulsory-elective,1128,10052
PC3406,1,2017-2018,elective,1289,10052
PC3407,1,2017-2018,elective,1174,10052
PC3408,1,2017-2018,elective,1151,10052
PC3409,1,2017-2018,elective,1086,10052
PC3410,1,2017-2018,elective,1056,10052
PC3411,1,2017-2018,elective,1052,10052
PC3412,1,2018-2019,compulsory,1216,10052
PC3413,1,2018-2019,compulsory,1124,10052
PC3414,1,2018-2019,compulsory-elective,1299,10052
PC3415,1,2018-2019,compulsory-elective,1213,10052
PC3416,1,2018-2019,compulsory-elective,1187,10052
PC3417,1,2018-2019,compulsory-elective,1019,10052
PC3418,1,2018-2019,compulsory-elective,1279,10052
PC3419,1,2018-2019,compulsory-elective,1218,10052
PC3420,1,2018-2019,compulsory-elective,1135,10052
PC3421,1,2018-2019,compulsory-elective,1097,10052
PC3422,1,2019-2020,compulsory,1175,10052
PC3423,1,2019-2020,compulsory,1020,10052
PC3424,1,2019-2020,compulsory-elective,1276,10052
PC3425,1,2019-2020,compulsory-elective,1258,10052
PC3426,1,2019-2020,compulsory-elective,1107,10052
PC3427,1,2019-2020,elective,1292,10052
PC3428,1,2019-2020,elective,1271,10052
PC3429,1,2019-2020,elective,1201,10052
PC3430,1,2019-2020,elective,1078,10052
PC3431,1,2020-2021,compulsory,1242,10052
PC3432,1,2020-2021,compulsory-elective,1229,10052
PC3433,1,2020-2021,compulsory-elective,1194,10052
PC3434,1,2020-2021,compulsory-elective,1112,10052
PC3435,1,2020-2021,elective,1269,10052
PC3436,1,2020-2021,elective,1177,10052
PC3437,1,2020-2021,elective,1113,10052
PC3438,1,2020-2021,elective,1099,10052
PC3439,1,2020-2021,elective,1019,10052
PC3440,1,2021-2022,compulsory,1243,10052
PC3441,1,2021-2022,compulsory-elective,1280,10052
PC3442,1,2021-2022,compulsory-elective,1271,10052
PC3443,1,2021-2022,compulsory-elective,1114,10052
PC3444,1,2021-2022,compulsory-elective,1090,10052
PC3445,1,2021-2022,compulsory-elective,1295,10052
PC3446,1,2021-2022,compulsory-elective,1248,10052
PC3447,1,2021-2022,compulsory-elective,1038,10052
PC3448,1,2021-2022,compulsory-elective,1010,10052
PC3449,1,2022-2023,compulsory,1154,10052
PC3450,1,2022-2023,compulsory,1067,10052
PC3451,1,2022-2023,compulsory,1151,10052
PC3452,1,2022-2023,compulsory,1116,10052
PC3453,1,2022-2023,elective,1206,10052
PC3454,1,2022-2023,elective,1134,10052
PC3455,1,2022-2023,elective,1044,10052
PC3456,1,2022-2023,elective,1025,10052
PC3457,1,2023-2024,compulsory,1135,10052
PC3458,1,2023-2024,compulsory,1127,10052
PC3459,1,2023-2024,compulsory,1217,10052
PC3460,1,2023-2024,compulsory,1057,10052
PC3461,1,2023-2024,elective,1256,10052
PC3462,1,2023-2024,elective,1195,10052
PC3463,1,2023-2024,elective,1173,10052
PC3464,1,2023-2024,elective,1102,10052
PC3465,1,2023-2024,elective,1077,10052
PC3466,1,2023-2024,elective,1032,10052
PC3467,2,2013-2014,compulsory,1240,10052
PC3468,2,2013-2014,compulsory-elective,1222,10052
PC3469,2,2013-2014,compulsory-elective,1223,10052
PC3470,2,2013-2014,compulsory-elective,1205,10052
PC3471,2,2013-2014,compulsory-elective,1149,10052
PC3472,2,2013-2014,elective,1241,10052
PC3473,2,2013-2014,elective,1207,10052
PC3474,2,2013-2014,elective,1132,10052
PC3475,2,2013-2014,elective,1097,10052
PC3476,2,2013-2014,elective,1037,10052
PC3477,2,2014-2015,compulsory,1013,10052
PC3478,2,2014-2015,compulsory-elective,1204,10052
PC3479,2,2014-2015,compulsory-elective,1105,10052
PC3480,2,2014-2015,elective,1222,10052
PC3481,2,2014-2015,elective,1188,10052
PC3482,2,2014-2015,elective,1181,10052
PC3483,2,2014-2015,elective,1095,10052
PC3484,2,2014-2015,elective,1082,10052
PC3485,2,2015-2016,compulsory,1079,10052
PC3486,2,2015-2016,compulsory-elective,1223,10052
PC3487,2,2015-2016,compulsory-elective,1139,10052
PC3488,2,2015-2016,elective,1160,10052
PC3489,2,2015-2016,elective,1078,10052
PC3490,2,2015-2016,elective,1076,10052
PC3491,2,2015-2016,elective,1044,10052
PC3492,2,2015-2016,elective,1003,10052
PC3493,2,2016-2017,compulsory,1136,10052
PC3494,2,2016-2017,compulsory-elective,1256,10052
PC3495,2,2016-2017,compulsory-elective,1208,10052
PC3496,2,2016-2017,compulsory-elective,1164,10052
PC3497,2,2016-2017,compulsory-elective,1029,10052
PC3498,2,2016-2017,compulsory-elective,1234,10052
PC3499,2,2016-2017,compulsory-elective,1176,10052
PC3500,2,2016-2017,compulsory-elective,1175,10052
PC3501,2,2016-2017,compulsory-elective,1115,10052
PC3502,2,2017-2018,compulsory,1098,10052
PC3503,2,2017-2018,compulsory,1083,10052
PC3504,2,2017-2018,compulsory-elective,1293,10052
PC3505,2,2017-2018,compulsory-elective,1259,10052
PC3506,2,2017-2018,compulsory-elective,1190,10052
PC3507,2,2017-2018,elective,1272,10052
PC3508,2,2017-2018,elective,1233,10052
PC3509,2,2017-2018,elective,1105,10052
PC3510,2,2017-2018,elective,1059,10052
PC3511,2,2018-2019,compulsory,1281,10052
PC3512,2,2018-2019,compulsory-elective,1299,10052
PC3513,2,2018-2019,compulsory-elective,1187,10052
PC3514,2,2018-2019,compulsory-elective,1148,10052
PC3515,2,2018-2019,elective,1294,10052
PC3516,2,2018-2019,elective,1263,10052
PC3517,2,2018-2019,elective,1191,10052
PC3518,2,2018-2019,elective,1074,10052
PC3519,2,2019-2020,compulsory,1187,10052
PC3520,2,2019-2020,compulsory,1003,10052
PC3521,2,2019-2020,compulsory,1208,10052
PC3522,2,2019-2020,compulsory,1161,10052
PC3523,2,2019-2020,elective,1282,10052
PC3524,2,2019-2020,elective,1129,10052
PC3525,2,2019-2020,elective,1065,10052
PC3526,2,2019-2020,elective,1063,10052
PC3527,2,2020-2021,compulsory,1233,10052
PC3528,2,2020-2021,compulsory-elective,1219,10052
PC3529,2,2020-2021,compulsory-elective,1145,10052
PC3530,2,2020-2021,compulsory-elective,1130,10052
PC3531,2,2020-2021,elective,1251,10052
PC3532,2,2020-2021,elective,1218,10052
PC3533,2,2020-2021,elective,1154,10052
PC3534,2,2020-2021,elective,1100,10052
PC3535,2,2020-2021,elective,1003,10052
PC3536,2,2021-2022,compulsory,1153,10052
PC3537,2,2021-2022,compulsory-elective,1223,10052
PC3538,2,2021-2022,compulsory-elective,1143,10052
PC3539,2,2021-2022,compulsory-elective,1099,10052
PC3540,2,2021-2022,compulsory-elective,1003,10052
PC3541,2,2021-2022,elective,1254,10052
PC3542,2,2021-2022,elective,1238,10052
PC3543,2,2021-2022,elective,1226,10052
PC3544,2,2021-2022,elective,1212,10052
PC3545,2,2021-2022,elective,1129,10052
PC3546,2,2021-2022,elective,1056,10052
PC3547,2,2022-2023,compulsory,1189,10052
PC3548,2,2022-2023,compulsory,1084,10052
PC3549,2,2022-2023,compulsory,1124,10052
PC3550,2,2022-2023,compulsory,1024,10052
PC3551,2,2022-2023,elective,1239,10052
PC3552,2,2022-2023,elective,1144,10052
PC3553,2,2022-2023,elective,1142,10052
PC3554,2,2022-2023,elective,1110,10052
PC3555,2,2022-2023,elective,1071,10052
PC3556,2,2022-2023,elective,1060,10052
PC3557,2,2023-2024,compulsory,1243,10052
PC3558,2,2023-2024,compulsory,1061,10052
PC3559,2,2023-2024,compulsory-elective,1255,10052
PC3560,2,2023-2024,compulsory-elective,1214,10052
PC3561,2,2023-2024,compulsory-elective,1102,10052
PC3562,2,2023-2024,elective,1274,10052
PC3563,2,2023-2024,elective,1218,10052
PC3564,2,2023-2024,elective,1210,10052
PC3565,2,2023-2024,elective,1158,10052
